,Attraction,Keywords
1771,Shahpur Kandi Fort ,"['century', 'view', 'benefaction', 'kilometre', 'house', 'foot', 'rest', 'fort']"
1772,Shahpurkandi Fort ,"['region', 'fort', 'attraction', 'year', 'house', 'century', 'distance', 'tab', 'city', 'ad', 'rest', 'ruin', 'km']"
1773,Shahuji Chhatrapati Museum ,"['museum', 'life', 'sculpture', 'weapon', 'art', 'court', 'ground', 'zoo', 'park', 'material', 'painting', 'artefact', 'traveller', 'tourist', 'floor', 'number', 'collection', 'lake']"
1774,Shaking Minarets ,"['minaret', 'city', 'student', 'visit', 'gap', 'explanation', 'year', 'gate', 'monument', 'time', 'kind', 'month', 'feldspar', 'passage', 'vibration', 'structure', 'construction', 'slave', 'support', 'winter']"
1775,Shakteshgarh Fort ,"['attraction', 'year', 'king', 'distance', 'tourist', 'ruin', 'fort', 'km']"
1776,Shakthan Thampuran Palace ,"['palace', 'style', 'ruler', 'marble-', 'attraction', 'roof', 'city', 'stay', 'architecture', 'floor']"
1777,Shalimar Gardens ,"['garden', 'building', 'beauty', 'tourist', 'gate', 'traveller', 'swimming', 'library', 'entrance', 'premise', 'ruler', 'year', 'park', 'tradition', 'pond', 'pool']"
1778,Sas-Bahu Temple ,"['temple', 'carving', 'century', 'idol', 'tourist', 'name', 'stone', 'wall', 'replica', 'view', 'structure', 'lotus', 'sculpture', 'sculptor', 'provide', 'period', 'doorway', 'skill', 'platform', 'architect']"
1779,Science Museum ,"['science', 'museum', 'fact', 'garden', 'evening', 'air', 'dish', 'project', 'restaurant', 'aquarium', 'visitor']"
1780,Shaheed Smarak ,"['memorial', 'celebration', 'side', 'marble', 'hero', 'tribute', 'garden', 'background']"
1781,Shaniwar Wada ,"['palace', 'fountain', 'gate', 'style', 'ruler', 'lime', 'design', 'fort', 'residence', 'bastion', 'dynasty', 'hall', 'audience', 'garden', 'quarter', 'infant', 'floor', 'term', 'pattern', 'rug']"
1782,Shankar Temple ,"['temple', 'entrance', 'town', 'proximity', 'idol']"
1783,Shankar Viman Mandapam ,"['idol', 'addition', 'proximity', 'temple', 'structure', 'high']"
1784,Shankara Math ,"['statue', 'pattern', 'math', 'meditation', 'hall', 'tile', 'grass', 'lawn', 'colony', 'gopuras']"
1785,Shankara Samadhi ,"['city', 'vicinity', 'ad', 'attraction', 'philosopher']"
1786,Shankaracharya Temple ,"['mountain', 'temple', 'top', 'plane', 'bc', 'city', 'range', 'step', 'ceiling', 'son', 'inscription', 'ft', 'tourist', 'hill', 'snow', 'view', 'visitor']"
1787,Shankhalipi Inscriptions ,"['inscription', 'terrain', 'rock', 'area', 'jail', 'chariot', 'field', 'mark', 'ground', 'battle', 'training', 'warrior', 'wheel', 'site', 'fight', 'km']"
1788,Shanthinath Temple ,"['temple', 'height', 'group', 'idol', 'monument', 'gallery', 'picture', 'vicinity', 'posture', 'sect', 'dharmasala', 'deity', 'saint', 'collection', 'm.', 'establishment', 'photo', 'order']"
1789,Shantinath Temple ,"['temple', 'century', 'significance', 'thirtankar', 'architecture', 'idol', 'saint']"
1790,Shantipur ,"['saree', 'handloom', 'center', 'area', 'city', 'fact', 'silk', 'district', 'weaving', 'municipality', 'kilometer', 'north', 'shantipur', 'century', 'fort', 'literature', 'learning', 'cotton']"
1791,Sharana Basaveshwara Temple ,"['temple', 'carving', 'giving', 'philosophy', 'teacher', 'occasion', 'creeper', 'parrot', 'century', 'philosopher', 'saint', 'traveller', 'town', 'samadhi', 'elephant', 'flower', 'pillar', 'arch']"
1792,Sharneshwar Ji Temple ,"['temple', 'purnima', 'idol', 'entrance', 'elephant', 'site', 'kartik', 'day', 'queen', 'reign', 'kund', 'devotee', 'bath', 'premise', 'statue', 'month', 'attraction', 'vaisakh', 'resemblance', 'year']"
1793,Sheesh Mahal ,"['hall', 'mirror', 'light', 'ceiling', 'ray', 'wall', 'reflection', 'design', 'glass', 'guest', 'turn', 'part']"
1794,Shahi Jama Masjid ,"['lot', 'reign', 'pillar', 'visitor', 'mosque', 'mehreb', 'emperor']"
1795,Shani Dev Mandir ,"['temple', 'mandir', 'people', 'bit', 'hurdle', 'elder', 'search', 'town', 'devotee', 'family', 'region', 'baba', 'difficulty', 'experience', 'backpacker', 'seeker', 'setting', 'history', 'buff', 'solution']"
1796,Shehar Ki Masjid ,"['entrance', 'mosque', 'family', 'chhajja', 'masjid', 'landscape', 'minaret', 'projection', 'style', 'doorway', 'mehrabs', 'inhabitant', 'monument', 'residence']"
1797,Shekhawat Rajput's Chhatris ,"['chhatris', 'mural', 'son', 'memorial', 'school', 'cluster', 'wall']"
1798,Shell Museum ,"['museum', 'shell', 'sea', 'visitor', 'glass', 'world', 'size', 'scorpion', 'abalone', 'east', 'kind', 'range', 'region', 'life', 'spider', 'variety', 'collection', 'sailor', 'history', 'cockle']"
1799,Sheorinarayan Temple ,"['temple', 'century', 'bank', 'shaili', 'king', 'shikhara', 'style', 'turret']"
1800,Sherza Burj ,"['ton', 'cannon', 'ft']"
1801,Shila Devi Temple ,"['temple', 'fort', 'idol', 'complex', 'pm', 'entry', 'image', 'form', 'year', 'courtyard', 'door', 'fee', 'coral.,navaratri', 'marble', 'taxi', 'basis.,one', 'monument', 'statue', 'time', 'pomp']"
1802,Shillong Cathedral ,"['church', 'altar', 'region', 'grave', 'catholic', 'life', 'station', 'monument', 'statue', 'death', 'work', 'throne', 'worship', 'side', 'seat', 'child', 'terracotta', 'architecture', 'province', 'front']"
1803,Shimla State Museum ,"['museum', 'gallery', 'painting', 'artefact', 'art', 'object', 'collection', 'century', 'sculpture', 'hill', 'highlight', 'lawn', 'west', 'period', '6th', 'era', 'handicraft', 'exhibit', 'coin', 'stone']"
1804,Shinde's Chhatri ,"['memorial', 'rule', 'structure', 'spot', 'hall', 'complex', 'iron', 'style', 'day', 'leader', 'army', 'temple', 'century', 'sanctum', 'cremation', 'character', 'entrance', 'samadhi', 'commander', 'chief']"
1805,Shitalnath Temple ,"['temple', 'significance', 'follower', 'tourist', 'architecture', 'style', 'century', 'pilgrimage', 'awe', 'pillar', 'sculpture', 'metal', 'idol']"
1806,Shiv Bari ,"['shrine', 'temple', 'devotee', 'memory', 'month', 'kilometre', 'tradition', 'father', 'century', 'year', 'shivalingam', 'wall', 'doongar', 'tourist', 'distance', 'number', 'painting', 'sandstone', 'region', 'km']"
1807,Shiv Khori ,"['shrine', 'cave', 'image', 'highlight', 'shivalinga', 'bath', 'wall', 'formation', 'deity', 'ceiling', 'lime', 'foot', 'figurine', 'dripping', 'impression', 'metre']"
1808,Sheesh Mahal ,"['floor', 'statue', 'painting', 'wall', 'ceremony', 'roof', 'work', 'goddess', 'palace', 'god', 'ground', 'city', 'glass', 'coronation']"
1809,Sheesh Mahal ,"['mural', 'painting', 'story', 'battle', 'palace']"
1810,Sheesh Mahal ,"['palace', 'attraction', 'region', 'area', 'terrace', 'garden', 'use', 'forest', 'fountain', 'time', 'form', 'glass', 'lake', 'km']"
1811,Shiva Mandir ,"['girl', 'mandir', 'serpent', 'style', 'lust', 'gate', 'temple', 'mosque', 'devotee', 'appearance', 'pardon', 'design', 'object', 'rest']"
1812,Shiva Parvathi On Kailash And Ravana Lifting Kailash ,"['figure', 'carving', 'attendant', 'head', 'mount', 'foot', 'disc', 'demon', 'arm', 'son', 'depiction', 'scene', 'thread', 'hair', 'gown', 'chest', 'mountain', 'beauty', 'finery', 'headgear']"
1813,Shiva Slaying Andhaka ,"['hand', 'elephant', 'image', 'tusk', 'leg', 'right', 'skin', 'eye', 'thing', 'form', 'forehead', 'anger', 'ruff', 'head', 'sculpture', 'vandalism', 'height', 'brow', 'expression', 'panel']"
1814,Shivani Temple ,"['temple', 'shrine', 'half', 'idol', 'devotee', 'festival', 'goddess', 'flower', 'stone', 'religion', 'city', 'dome', 'day', 'garland', 'deity', 'jewelry', 'marble', 'happiness', 'combination', 'poojas']"
1815,Shivappanaika Palace Museum ,"['palace', 'century', 'attraction', 'bank', 'carving', 'museum', 'rosewood', 'relic', 'town', 'stone', 'period']"
1816,Shivkoti Mahadev Temple ,"['temple', 'deity', 'addition', 'bank', 'name', 'period', 'time', 'calendar', 'form', 'fair', 'river']"
1817,Shivneri Fort ,"['fort', 'pond', 'childhood', 'work', 'birth', 'idol', 'warrior', 'centre', 'water', 'order', 'son', 'traveller', 'training', 'temple', 'attraction', 'tourist', 'gate', 'visitor']"
1818,Shivpuri District Museum ,"['painting', 'museum', 'sculpture', 'topic', 'sect', 'book', 'library', 'coin', 'collection', 'visitor']"
1819,Shoolini Mata Temple ,"['neighbouring', 'attraction', 'day', 'origin', 'village', 'town', 'temple', 'crowd', 'deity']"
1820,Shore Temple ,"['temple', 'style', 'shrine', 'display', 'combination', 'structure', 'ad', 'depiction', 'ft', 'seashore', 'deity', 'block', 'granite', 'platform', 'creation', 'century', 'art', 'form']"
1821,Shree Hanumanji Temple ,"['temple', 'devotee', 'people', 'life', 'name', 'transport', 'day', 'surroundings', 'visit', 'power', 'part', 'sanctum', 'year', 'display', 'mean', 'gold', 'worship', 'legend', 'statue', 'blessing']"
1822,Shiva Temple ,"['temple', 'boar', 'serpent', 'penance', 'time', 'bath', 'deity', 'view', 'ace', 'prayer', 'men', 'hunter', 'use', 'way', 'disguise', 'story', 'battle', 'language', 'forest', 'idol']"
1823,Shree Kizhkkeykara Shree Krishna Temple ,"['temple', 'year', 'manuscript', 'town', 'date', 'form']"
1824,Shree Mankameshvar Temple ,"['temple', 'deity', 'wish', 'area', 'devotee', 'town', 'destination', 'visitor', 'road', 'person.,while', 'prayer', 'form', 'bus', 'distance', 'rs.50/-', 'spot', 'activity', 'feature', 'arti', 'mean']"
1825,Shree Raghavapuram Temple ,"['temple', 'century', 'family', 'god', 'head', 'attraction', 'dance', 'idol', 'history']"
1826,Shree Subramanya Swami Temple ,"['temple', 'shape', 'history', 'elephant', 'compound', 'wall', 'yard', 'tree', 'sanctum', 'feature', 'ft', 'era', 'style', 'idol', 'form']"
1827,Shiva Temple ,"['temple', 'carving', 'display', 'interior', 'exterior', 'cult', 'image', 'day', 'story', 'prayer', 'festival', 'ad', 'dynasty']"
1828,Shreekanteshwara Temple At Nanjangud ,"['name', 'tributary', 'land', 'day', 'incarnation', 'route', 'distance', 'style', 'deity', 'year', 'acre', 'visit', 'legend', 'statue', 'car', 'bank', 'km', 'form', 'lingam', 'destination']"
1829,Shreevardhan Fort ,"['fort', 'cave', 'town', 'attraction', 'region', 'water', 'movement', 'structure', 'sightseeing', 'downhill', 'supply', 'style', 'tank', 'terrain', 'view', 'shape', 'peak', 'touch', 'ruler', 'year']"
1830,Shreyas Folk Museum ,"['folk', 'art', 'museum', 'attraction', 'trust', 'culture', 'collectible', 'kathi', 'vohras', 'banias', 'community', 'memons', 'bhansali', 'tourist', 'hill', 'exhibit', 'textile', 'rajput']"
1831,Shiva Temple ,"['villager', 'stone', 'result', 'liquid', 'legend', 'dream', 'village', 'knife', 'year']"
1832,Shri Chandra Mani Kashyap Museum ,"['museum', 'object', 'painting', 'manuscript', 'sculpture', 'coin', 'collection', 'stone', 'library']"
1833,Shri Chhatrapati Shivaji Museum ,"['painting', 'section', 'umbrella', 'inscription', 'culture', 'armory', 'gallery', 'city', 'school', 'attraction', 'work', 'century', 'sub', 'miniature', 'weapon', 'saree', 'costume', 'exhibit', 'glass', 'textile']"
1834,Shri Devi Bhagwati Mandir ,"['temple', 'style', 'enthusiasm', 'vigour', 'occasion', 'goddess', 'patron', 'deity']"
1835,Shri Laxminath Temple ,"['centre', 'seat', 'minister', 'deity', 'time', 'temple', 'throne', 'period', 'ruler', 'figurine', 'territory', 'shrine', 'idol', 'region']"
1836,Shri Mahavir Ji Temple ,"['village', 'soil', 'statue', 'posture', 'stone', 'cm', 'sand', 'state', 'copper', 'idol', 'year']"
1837,Shri Radhakrishna Temple ,"['temple', 'shrine', 'style', 'architecture', 'blend', 'rest', 'deity']"
1838,Shri Siddhivinayak Temple ,"['sage', 'idol', 'penance', 'site', 'demon', 'boon', 'mountain', 'trunk', 'year', 'region', 'temple', 'water', 'goddess', 'siddhi', 'nature', 'cowherd', 'peak', 'god', 'purana']"
1839,Shri Swaminarayan Mandir ,"['temple', 'idol', 'ceiling', 'carving', 'gold', 'earthquake', 'destruction', 'pillar', 'complex', 'marble', 'city', 'deity']"
1840,Shri Vishal Ganapati Temple ,"['temple', 'gram', 'foot', 'headquarters', 'distance', 'district', 'region', 'idol', 'devta', 'km']"
1841,Shrinathji Temple ,"['temple', 'chariot', 'servant', 'marble', 'courtyard', 'fan', 'level', 'drum', 'exterior', 'hall', 'km', 'airy', 'trumpet', 'prince', 'painting', 'royalty', 'horse', 'darling', 'distance', 'doorkeeper']"
1842,Shrinathji Temple ,"['temple', 'statue', 'son', 'gallery', 'north', 'east', 'attraction', 'writing', 'pratishthapan', 'consecration', 'pillar', 'deity', 'leg', 'storey', 'compound', 'west', 'hall']"
1843,Shripur Dewalay Mandir ,"['temple', 'part', 'enthusiasm', 'legend', 'tribals', 'king', 'body', 'year', 'form']"
1844,Shweta Varahaswamy Temple ,"['temple', 'wall', 'mural', 'image', 'inscription', 'carving', 'idol', 'century', 'shrine', 'goddess', 'pillar', 'story', 'destination', 'pilgrimage', 'sanctum', 'style', 'tower', 'year', 'architecture', 'period']"
1845,Shyam Sundar Temple ,"['temple', 'idol', 'festival', 'pm', 'sect', 'pomp', 'site', 'self', 'day', 'time', 'destination', 'image', 'pilgrimage', 'part', 'deity', 'jewel', 'aarati', 'management']"
1846,Siddeshwara Temple ,"['temple', 'style', 'work', 'architecture', 'pillar', 'number', 'ad', 'century', 'festival', 'devotee']"
1847,Siddhar Temple ,"['temple', 'moon', 'well', 'reservoir', 'foot', 'day', 'water', 'pujas', 'waterfall', 'power']"
1848,Siddharoodha Math ,"['memory', 'propagation', 'math', 'car', 'institution', 'festival', 'centre', 'site', 'devotee', 'philosophy', 'year']"
1849,Siddheshwar Temple ,"['ratha', 'wall', 'pancha', 'figure', 'shikhara', 'mundis', 'pidha', 'moulding', 'roof', 'lion', 'band', 'element', 'characteristic', 'component', 'row', 'projection', 'sanctum', 'part', 'tryanga', 'division']"
1850,Siddheshwar Temple ,"['temple', 'shrine', 'cloister', 'gate', 'complex', 'feature', 'devotee', 'courtyard', 'garden']"
1851,Siddheshwar Temple ,"['temple', 'region', 'vicinity', 'traveller', 'city', 'pond', 'waterfall', 'devotee', 'year', 'housing']"
1852,Siddheswar Temple ,"['temple', 'region', 'construction', 'era', 'design', 'age', 'district', 'year']"
1853,Siddhi Vinayak Temple ,"['temple', 'visit', 'sankashti', 'pilgrimage', 'end', 'festival']"
1854,Siddi Saiyyad Mosque ,"['mosque', 'stone', 'design', 'window', 'bay', 'army', 'service', 'arch', 'side', 'latticework', 'foliage', 'headquarters', 'jali', 'rear', 'aisle', 'tree', 'wall', 'panel', 'display', 'slab']"
1855,Sidhout Fort ,"['fort', 'visitor', 'gateway', 'bank', 'region', 'ad', 'area', 'passage', 'top', 'closure', 'carving', 'temple', 'acre', 'premise', 'bastion', 'pillar', 'end', 'access', 'gate']"
1856,Sidi Tombs ,"['tomb', 'style', 'inscription', 'permission', 'ruler', 'clue', 'treasure', 'site', 'structure', 'month']"
1857,Sikandar Shah's Tomb ,"['tomb', 'pattern', 'base', 'entrance', 'bracket', 'chamber', 'appearance', 'ruler', 'brother', 'dome', 'body', 'kilometre', 'structure', 'porch', 'stone']"
1858,Sikar ,"['temple', 'district', 'attraction', 'hair', 'month', 'vicinity', 'child', 'ceremony', 'town', 'havelis', 'day', 'time', 'village']"
1859,Siksha Bhavan ,"['centre', 'science', 'subject', 'student', 'part', 'computer', 'mathematics', 'campus', 'world', 'seminar', 'botany', 'statistic', 'degree', 'word', 'bhavans', 'zoology', 'convention', 'biotechnology', 'chemistry', 'course']"
1860,Sindhudurg Fort ,"['fort', 'island', 'rampart', 'temple', 'gate', 'wall', 'entrance', 'family', 'km', 'shrine', 'kingdom', 'bastion', 'cannon', 'periphery', 'impression', 'check', 'north', 'kilo', 'exit', 'way']"
1861,Singampatti ,"['village', 'kingdom', 'ruler', 'reign', 'museum', 'district', 'area', 'sq', 'year', 'km']"
1862,Sinhagad Fort ,"['fort', 'complex', 'm', 'distance', 'tomb', 'hill', 'cliff', 'year', 'trekking', 'mark', 'brewery', 'southeast', 'retreat', 'edifice', 'stable', 'northeast', 'site', 'chieftain', 'carving', 'son']"
1863,Sir Arthur Cotton Museum ,"['dam', 'irrigation', 'memory', 'engineer', 'museum', 'state', 'photograph', 'kind', 'engineering', 'resource', 'work', 'construction', 'tool', 'effort', 'water', 'fabrication']"
1864,Sir Syed Academy Museum ,"['gallery', 'museum', 'university', 'picture', 'art', 'reform', 'life', 'description', 'aim', 'companion', 'event', 'account', 'time', 'medium', 'transport', 'year', 'campus', 'tourist', 'founder', 'number']"
1865,Sisireshwara Temple ,"['temple', 'figure', 'image', 'sculpture', 'secularisation', 'idea', 'art', 'shape', 'posture', 'pedestal', 'cross', 'feature', 'workmanship', 'idiom', 'artwork', 'medallion', 'company', 'side', 'god', 'sermon']"
1866,Sisupalgarh ,"['archaeologist', 'excavation', 'city', 'fortification', 'century', 'year', 'part', 'clay', 'belief', 'ear', 'fortress', 'fort', 'house', 'settlement', 'pendant', 'pattern', 'ring', 'finger', 'ad', 'stone']"
1867,Sita Ram Upadhyaya Museum ,"['museum', 'gallery', 'sculpture', 'terracottas', 'range', 'resident', 'stone', 'collection', 'coin', 'artefact', 'article', 'repository']"
1868,Siva Temple ,"['temple', 'top', 'bull', 'spire', 'village', 'site', 'road', 'time', 'pilgrimage', 'devotion', 'sculpture', 'devotee', 'distance', 'dynasty', 'enthusiasm', 'face', 'shrine', 'beauty', 'water', 'km']"
1869,Sivakamiamman Temple ,"['temple', 'pooja', 'rave', 'hall', 'griha', 'priest', 'ritual', 'piece', 'shrine', 'granite', 'idol', 'festival']"
1870,Sivasailam Temple ,"['shore', 'temple']"
1871,Sodal Mandir ,"['pond', 'mother', 'family', 'worship', 'city', 'clothes', 'time', 'part', 'garland', 'year', 'caste', 'trust', 'tank', 'spot', 'clan', 'fair', 'rosary', 'water', 'day', 'occasion']"
1872,Sola Khamba ,"['arch', 'edifice', 'area', 'tomb', 'sq', 'reign', 'mosque', 'roof', 'portico', 'overseer', 'courtyard', 'year', 'feature', 'marble', 'attribute', 'corner', 'pillar', 'building', 'shrine', 'side']"
1873,Solar Physical Observatory ,"['museum', 'observatory', 'literature', 'display', 'part', 'photoheliograph', 'physic', 'spectroheliograph', 'telescope', 'cm', 'facility', 'filtergrams', 'collection', 'model', 'k', 'ft', 'library', 'spectrograph', 'pictorial', 'height']"
1874,Someshwar Mahadev Temple ,"['temple', 'mela', 'station', 'form', 'km', 'river', 'confluence', 'distance', 'month', 'boat', 'day', 'bank', 'auto', 'railway', 'transport', 'village', 'idol', 'line', 'spot', 'legend']"
1875,Someshwara Temple ,"['carving', 'king', 'sculpture', 'temple', 'syle']"
1876,Somnath Mahadev Ji Temple ,"['temple', 'family', 'region', 'architecture', 'ceiling', 'carving', 'market', 'pattern', 'pinnacle', 'ad', 'idol', 'example', 'form']"
